Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Conjunto Comercial/Sala;Roma;0;3;0;240;84000.0;28000.0;2800.0
Departamento;Santa Fe;5;4;5;434;70000.0;16100.0;38500.0
Departamento;San Rafael;1;1;0;55;4200.0;3045.0;87.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;4550.0;2117.5;
Casa;Nativitas;2;0;0;80;5600.0;;
Tienda/Salón;Centro Histórico;0;0;0;70;38500.0;;
Departamento;Santa Fe;4;3;4;249;29750.0;9975.0;2625.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;3850.0;2625.0;
Casa;Del Valle;3;0;2;408;101500.0;2975.0;2800.0
Conjunto Comercial/Sala;Santa Fe;0;2;0;60;13300.0;5974.5;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;238;37485.0;16509.5;4931.5
Departamento;Santa Fe;3;2;1;119;14700.0;6156.5;1449.0
Departamento;San Pedro de los Pinos;2;1;1;77;9100.0;3836.0;420.0
Casa;Santa Fe;5;6;4;788;63000.0;7749.0;7633.5
Departamento;Santa Fe;4;3;2;400;26250.0;6300.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;294;51450.0;18522.0;1029.0
Tienda/Salón;Roma;0;0;0;120;31500.0;;
Departamento;Santa Fe;2;1;0;55;4375.0;1750.0;49.0
Departamento;San Miguel Chapultepec;2;1;1;80;4550.0;2450.0;231.0
Departamento;Coyoacán;3;1;1;140;27650.0;10150.0;1750.0
Departamento;Condesa;2;0;0;58;8400.0;1575.0;
Conjunto Comercial/Sala;Roma;0;0;0;10;17216.5;;
Cocineta;Juárez;1;0;0;24;3850.0;1400.0;105.0
Departamento;San Ángel;3;2;1;130;19250.0;4900.0;1155.0
Departamento;Loma Bonita;1;0;0;35;1575.0;;
Departamento;La Loma;1;0;0;44;4550.0;1680.0;119.0
Departamento;Coyoacán;2;1;1;124;31500.0;5775.0;1400.0
Tienda en Centro Comercial;Centro Histórico;0;0;0;109;14700.0;4690.0;980.0
Conjunto Comercial/Sala;Condesa;0;1;0;49;4550.0;3398.5;1123.5
Departamento;Del Valle;2;1;0;70;7700.0;2800.0;297.5
Departamento;Lomas de Chapultepec;3;2;1;130;26250.0;8050.0;1575.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;196;42000.0;16614.5;16614.5
Galpón/Depósito/Almacén;El Contadero;0;4;0;334;24500.0;;3122.0
Departamento;Santa Fe;3;2;2;170;19250.0;7245.0;1890.0
Departamento;Condesa;1;0;0;35;4550.0;2411.5;105.0
Departamento;Coyoacán;5;1;4;240;42000.0;8050.0;3675.0
Departamento;Santa Fe;3;3;2;280;31500.0;12950.0;4200.0
Departamento;Peralvillo;1;0;0;40;3150.0;;45.5
Departamento;Condesa;3;1;0;203;14000.0;4900.0;1757.0
Departamento;Condesa;2;1;1;62;13300.0;;
Departamento;San Miguel Chapultepec;2;1;1;85;7000.0;1578.5;350.0
Casa;San Miguel Chapultepec;4;4;4;337;15750.0;;1179.5
Casa de Condominio;San Pedro de los Pinos;3;5;3;250;10500.0;700.0;630.0
Departamento;Santa Fe;4;2;1;200;9800.0;5950.0;875.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;950;95448.5;40505.5;9992.5
Conjunto Comercial/Sala;Santa Fe;0;2;0;104;14000.0;12600.0;2870.0
Departamento;Santa Fe;5;3;5;1200;84000.0;26950.0;20335.0
Departamento;Roma;2;1;1;96;12950.0;3150.0;7819.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;93;5250.0;2975.0;
Departamento;Culhuacán CTM;3;1;1;500;12250.0;;
Conjunto Comercial/Sala;Santa Fe;0;1;0;50;3500.0;2100.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;70;5950.0;4200.0;1050.0
Departamento;Santa Fe;2;1;2;67;5600.0;4270.0;315.0
Conjunto Comercial/Sala;Centro Histórico;0;2;0;54;4200.0;6300.0;469.0
Departamento;Reforma Política;2;0;0;50;3150.0;;
Departamento;Condesa;3;0;0;127;8750.0;4077.5;
Departamento;Santa Fe;2;1;1;66;7000.0;3850.0;588.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;57;4200.0;2586.5;724.5
Departamento;Santa Fe;1;1;0;69;7000.0;5414.5;7350.0
Departamento;Roma Norte;2;1;0;60;5250.0;3325.0;1120.0
Departamento;San Ángel;2;2;1;123;23450.0;5250.0;122.5
Departamento;Santa Fe;4;4;4;230;45500.0;7700.0;1365.0
Galpón/Depósito/Almacén;Nativitas;0;0;0;480;23800.0;;1400.0
Departamento;Bosques de las Lomas;3;1;1;152;22750.0;6650.0;1470.0
Departamento;Arboledas;2;1;0;50;3850.0;1690.5;59.5
Tienda/Salón;Santa Fe;0;1;0;115;12250.0;9289.0;21717.5
Departamento;Coyoacán;2;1;2;75;21000.0;5897.5;
Departamento;San Rafael;2;0;0;70;5250.0;980.0;
Departamento;Santa Fe;2;2;2;110;15050.0;5775.0;
Departamento;Santa Fe;5;3;4;797;78750.0;24500.0;149863.0
Departamento;Condesa;1;0;0;36;5600.0;1540.0;
Departamento;Santa Fe;2;1;1;65;5950.0;2450.0;350.0
Conjunto Comercial/Sala;Centro Histórico;0;0;1;30;8750.0;;
Conjunto Comercial/Sala;Santa Fe;0;1;0;21;2450.0;1400.0;280.0
Departamento;Santa Fe;2;1;2;83;31500.0;;
Departamento;San Ángel;3;1;0;125;19250.0;5950.0;
Departamento;Santa Fe;2;1;1;69;8750.0;3325.0;700.0
Tienda/Salón;Santa Fe;0;1;0;153;29505.0;17409.0;4560.5
Conjunto Comercial/Sala;La Condesa;0;10;0;440;66500.0;36750.0;4672.5
Departamento;Villa de Cortés;1;0;0;40;2975.0;;
Departamento;Narvarte;1;1;0;55;4900.0;1424.5;206.5
Conjunto Comercial/Sala;Roma;0;0;0;28;5600.0;1148.0;829.5
Departamento;Coyoacán;4;2;2;467;192500.0;28000.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;500;56000.0;29981.0;5638.5
Departamento;Santa Fe;3;2;1;141;12250.0;5250.0;1207.5
Departamento en Hotel;Santa Fe;2;1;2;100;28000.0;19250.0;2800.0
Departamento;Napoles;2;1;1;90;15400.0;3675.0;665.0
Casa de Condominio;Santa Fe;4;8;4;751;63000.0;8169.0;8414.0
Departamento;Condesa;2;4;2;185;28000.0;9100.0;2415.0
Conjunto Comercial/Sala;Santa Fe;0;3;0;109;31500.0;7350.0;1120.0
Departamento;Del Valle;3;1;1;128;11200.0;5740.0;805.0
Casa de Condominio;Santa Fe;4;4;4;300;35000.0;2450.0;19250.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;60;9800.0;6860.0;1421.0
Departamento;Coyoacán;3;1;1;180;17500.0;7570.5;192.5
Departamento;Condesa;2;1;0;80;10500.0;4200.0;682.5
Departamento;Santa Fe;2;2;1;110;21000.0;6300.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;32;6300.0;4074.0;6020.0
Cocineta;Condesa;1;0;0;34;4900.0;2639.0;241.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;41;4900.0;4371.5;773.5
Tienda/Salón;Santa Fe;0;0;0;471;115395.0;41212.5;14836.5
Casa;Polanco;4;4;4;845;122500.0;;5750.5
Departamento;San Jerónimo;1;0;0;36;4200.0;630.0;185.5
Departamento;Santa Fe;3;1;1;93;14350.0;3325.0;875.0
Departamento;Iztacalco;2;1;0;60;3325.0;700.0;
Departamento;Lindavista Sur;1;0;0;35;2450.0;231.0;
Departamento;Del Valle;2;0;0;67;8750.0;2667.0;325.5
Departamento;Coyoacán;1;1;0;45;12250.0;2100.0;350.0
Departamento;Lomas de Chapultepec;3;1;2;110;35000.0;4462.5;1015.0
Tienda en Centro Comercial;Loma Bonita;1;0;0;58;16800.0;;
Departamento;Coyoacán;3;2;1;150;22050.0;7700.0;
Conjunto Comercial/Sala;Centro Histórico;0;72;0;3835;1208109.0;372365.0;36911.0
Departamento;Narvarte;2;1;0;85;7000.0;2100.0;
Conjunto Comercial/Sala;San Miguel Chapultepec;0;1;0;32;2450.0;3437.0;360.5
Conjunto Comercial/Sala;Santa Fe;0;0;0;220;52500.0;28059.5;58019.5
Departamento;Santa Fe;4;3;4;304;42000.0;13034.0;2814.0
Departamento;Centro Histórico;1;0;0;33;4025.0;1295.0;70.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;25;1050.0;1225.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;28;5250.0;2768.5;329.0
Departamento;Álvaro Obregón;3;1;0;90;4200.0;980.0;
Conjunto Comercial/Sala;Santa Fe;0;1;1;50;8750.0;4977.0;700.0
Departamento;Coyoacán;4;3;2;300;56000.0;10850.0;
Departamento;Santa Fe;4;3;2;220;26600.0;9100.0;
Casa de Condominio;Santa Fe;4;3;1;320;35000.0;5250.0;35000.0
Departamento;Peralvillo;2;1;1;65;3850.0;2642.5;
Departamento;Roma;2;1;1;78;15925.0;4550.0;896.0
Departamento;Condesa;3;1;0;160;17500.0;7910.0;805.0
Departamento;Coyoacán;3;2;1;150;22050.0;7000.0;1732.5
Departamento;Bosques de las Lomas;2;1;1;93;17500.0;5180.0;1046.5
Departamento;Reforma Política;2;1;0;64;5600.0;1750.0;210.0
Departamento;Coyoacán;2;1;1;139;22750.0;6300.0;16779.0
Departamento;Narvarte;2;1;0;66;5950.0;2306.5;360.5
Departamento;Coyoacán;3;0;1;121;24500.0;3395.0;1295.0
Departamento;Santa Fe;3;2;1;79;5250.0;4200.0;770.0
Departamento;Condesa;1;0;0;45;5600.0;1855.0;105.0
Departamento en Hotel;Santa Fe;1;1;0;51;14700.0;;
Departamento;Bosques de las Lomas;2;2;2;220;35000.0;10850.0;2135.0
Departamento;San Miguel Chapultepec;1;0;0;40;5250.0;1680.0;70.0
Departamento;Bosques de las Lomas;3;4;2;380;105000.0;1925.0;5950.0
Cocineta;Roma;1;0;0;25;4200.0;1575.0;210.0
Departamento;Polanco;3;2;1;96;12250.0;4235.0;1452.5
Departamento;Juárez;2;1;1;65;9450.0;3017.0;385.0
Tienda/Salón;Jardines de San Mateo;0;0;0;72;10500.0;;
Departamento;Condesa;3;1;0;90;7700.0;4732.0;455.0
Conjunto Comercial/Sala;Santa Fe;0;10;0;303;49000.0;15750.0;
Departamento;Santa Fe;3;1;1;90;8750.0;5075.0;5250.0
Conjunto Comercial/Sala;Iztacalco;0;1;0;30;1750.0;2625.0;122.5
Departamento;Condesa;3;1;2;390;35000.0;7525.0;24710.0
Departamento;Centro Histórico;1;0;0;35;3500.0;1172.5;87.5
Departamento;Santa Fe;2;1;1;80;7000.0;4242.0;682.5
Conjunto Comercial/Sala;Santa Fe;0;2;0;43;4550.0;4221.0;
Conjunto Comercial/Sala;Centro Histórico;0;1;0;581;101664.5;8893.5;4879.0
Departamento;Coyoacán;4;2;3;300;45500.0;14700.0;3500.0
Departamento;Santa Fe;3;2;1;114;19250.0;4350.5;1004.5
Departamento;Santa Fe;2;1;1;106;9030.0;4200.0;850.5
Departamento;Santa Fe;3;2;1;104;11200.0;4294.5;1396.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;240;14000.0;14406.0;5075.0
Departamento;Narvarte;3;0;0;130;9660.0;875.0;80.5
Departamento;Condesa;3;0;0;108;8750.0;6352.5;938.0
Tienda/Salón;Lomas de Chapultepec;0;0;0;1628;1155000.0;;
Conjunto Comercial/Sala;Santa Fe;0;1;0;35;6300.0;3199.0;770.0
Departamento;Napoles;1;0;0;45;6300.0;1400.0;262.5
Departamento en Hotel;Santa Fe;1;1;0;52;7350.0;9100.0;1127.0
Tienda/Salón;Xochimilco;0;0;0;61;26250.0;5663.0;210.0
Departamento;Coyoacán;4;2;1;189;42000.0;7490.0;
Casa;Polanco;4;3;1;263;98000.0;;
Edificio Completo;San Pedro de los Pinos;0;0;0;420;140000.0;;
Departamento;Santa Fe;2;1;1;84;8750.0;4959.5;630.0
Departamento;Loma Bonita;1;0;0;25;1575.0;;
Departamento;Centro Histórico;1;0;0;46;5250.0;980.0;164.5
Casa Comercial;La Condesa;0;0;0;130;17500.0;;
Departamento;Condesa;3;1;2;190;19250.0;8750.0;1732.5
Departamento;La Florida;2;0;0;57;2975.0;2250.5;
Departamento;Villa de Cortés;2;0;0;80;3150.0;;
Departamento;Coyoacán;3;1;1;140;31500.0;5600.0;3010.0
Departamento;Santa Marta Acatitla;2;0;0;50;1855.0;1050.0;
Cocineta;Condesa;1;0;0;30;7000.0;2100.0;101.5
Departamento;Centro Histórico;1;0;0;57;4900.0;1575.0;770.0
Departamento;Condesa;3;1;1;135;14000.0;3850.0;
Loft;Centro Histórico;1;0;0;35;6300.0;;
Departamento;Narvarte;2;1;1;80;8400.0;2450.0;
Departamento;Condesa;3;0;0;85;10500.0;5736.5;448.0
Departamento;Condesa;1;0;0;35;3955.0;1750.0;
Departamento;Narvarte;2;1;1;73;7700.0;2275.0;4900.0
Departamento;Del Valle;1;0;0;42;5250.0;1662.5;192.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;67;5950.0;3773.0;
Departamento;Roma;2;1;0;81;9800.0;2625.0;2905.0
Departamento;Peralvillo;2;1;1;83;5075.0;1050.0;3598.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;42;4200.0;3969.0;850.5
Departamento;Condesa;4;1;0;155;17500.0;5250.0;798.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;30;4550.0;1680.0;294.0
Conjunto Comercial/Sala;Santa Fe;0;3;0;250;24500.0;8155.0;4795.0
Terreno Estándar;Santa Fe;0;0;0;6000;42700.0;;700.0
Tienda/Salón;Centro Histórico;0;0;0;272;29750.0;;2208.5
Departamento;Condesa;2;0;0;75;10500.0;2310.0;
Departamento;Santa Fe;2;2;1;100;10500.0;5670.0;1120.0
Departamento;Condesa;3;1;1;160;15750.0;4900.0;700.0
Departamento;Narvarte;3;1;1;120;12250.0;2450.0;
Departamento;San Pedro de los Pinos;3;2;2;110;15750.0;3496.5;882.0
Departamento;Santa Fe;1;1;1;70;9800.0;2975.0;735.0
Departamento;Nativitas;2;1;1;85;5250.0;1032.5;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;34;1050.0;4165.0;325.5
Conjunto Comercial/Sala;Coyoacán;0;1;0;115;35000.0;11319.0;2180.5
Casa Comercial;Condesa;0;0;0;55;9800.0;;1372.0
Departamento;Condesa;4;1;4;430;63000.0;10500.0;
Departamento;Santa Fe;2;1;1;94;7175.0;5330.5;
Casa;El Rodeo;2;1;0;85;3500.0;;
Departamento;Villa de Cortés;1;1;0;60;2975.0;1099.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;30;1050.0;1697.5;227.5
Departamento en Hotel;Coyoacán;1;1;0;50;7000.0;7420.0;1995.0
Departamento;Narvarte;2;0;1;70;8750.0;1575.0;168.0
Casa de Condominio;Santa Fe;4;3;4;263;24500.0;2450.0;1813.0
Departamento;Nueva Santa María;3;1;0;98;3850.0;2800.0;350.0
Departamento;Santa Fe;1;1;1;70;12250.0;;
Departamento;Polanco;3;4;2;325;48650.0;9100.0;
Conjunto Comercial/Sala;Iztacalco;0;0;0;30;1925.0;525.0;
Departamento;Nativitas;2;0;0;50;2450.0;770.0;
Departamento;Narvarte;2;0;1;70;6300.0;1225.0;332.5
Departamento;Narvarte;2;0;0;75;4550.0;3115.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;21;3500.0;1578.5;248.5
Departamento;Narvarte;3;0;0;110;7350.0;2870.0;385.0
Conjunto Comercial/Sala;Narvarte;0;1;0;23;3500.0;1211.0;315.0
Departamento;Santa Fe;2;3;2;156;42000.0;14000.0;3552.5
Departamento;Santa Fe;3;1;1;107;11900.0;4130.0;945.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;4200.0;3150.0;525.0
Conjunto Comercial/Sala;Centro Histórico;0;2;0;459;112616.0;28959.0;8540.0
Departamento;Santa Fe;4;3;2;245;24500.0;12250.0;2450.0
Departamento;Narvarte;2;1;1;85;7700.0;3174.5;483.0
Departamento;San Pedro de los Pinos;3;0;1;100;11900.0;2485.0;539.0
Departamento;Narvarte;2;1;0;73;7700.0;2450.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;32;4200.0;2191.0;
Departamento;Santa Fe;3;2;1;150;22750.0;4375.0;1697.5
Departamento;Bosques de Aragón;2;1;1;85;14700.0;4060.0;528.5
Departamento;Narvarte;3;2;1;110;9450.0;3412.5;598.5
Departamento;Coyoacán;3;1;0;120;16100.0;4725.0;973.0
Departamento en Hotel;Lomas de Chapultepec;1;1;0;55;24500.0;;
Departamento;Coyoacán;3;1;1;120;22750.0;6650.0;2100.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;5193;1197000.0;472500.0;
Departamento;Narvarte;2;1;0;78;5180.0;1750.0;2275.0
Departamento;Narvarte;3;1;1;90;7350.0;2975.0;437.5
Conjunto Comercial/Sala;Condesa;0;0;0;52;6125.0;2380.0;
Casa de Condominio;Santa Fe;5;4;2;600;42000.0;2800.0;3500.0
Departamento;Napoles;2;0;0;75;11550.0;2975.0;427.0
Departamento;San Miguel Chapultepec;2;1;0;55;7000.0;2100.0;210.0
Departamento;Coyoacán;3;2;2;190;37800.0;7000.0;21350.0
Departamento;Santa Fe;3;1;1;97;12250.0;4725.0;560.0
Departamento;Santa Fe;2;2;1;106;14000.0;5600.0;2100.0
Departamento;Coyoacán;3;1;1;160;28000.0;5600.0;1680.0
Cocineta;Condesa;1;0;0;32;5600.0;2023.0;192.5
Departamento;Lomas de Chapultepec;3;1;1;150;17500.0;3500.0;1575.0
Conjunto Comercial/Sala;Roma;0;4;0;197;69044.5;26789.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;2373;581140.0;124995.5;35710.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;2800.0;2870.0;689.5
Departamento;Coyoacán;2;0;0;70;12250.0;3202.5;700.0
Departamento en Hotel;Coyoacán;2;2;1;78;35000.0;12250.0;
Casa de Condominio;Santa Fe;5;9;4;679;56000.0;10671.5;9600.5
Conjunto Comercial/Sala;Santa Fe;0;0;0;60;4200.0;6622.0;
Departamento;Condesa;3;1;1;140;12950.0;4056.5;826.0
Departamento;Lomas de Chapultepec;3;2;1;130;25200.0;7448.0;2362.5
Tienda/Salón;Peralvillo;0;8;0;180;36750.0;700.0;4200.0
Galpón/Depósito/Almacén;El Rosedal;0;0;0;550;17500.0;;
Conjunto Comercial/Sala;Las Águilas;0;1;0;24;2450.0;1750.0;
Departamento;Peralvillo;2;1;1;60;3850.0;1680.0;630.0
Departamento;Coyoacán;1;0;0;33;5600.0;1974.0;248.5
Departamento;Narvarte;3;1;1;93;8050.0;3811.5;427.0
Departamento;Roma;2;1;1;90;12250.0;4879.0;903.0
Departamento;Condesa;4;1;2;300;26250.0;7700.0;3017.0
Conjunto Comercial/Sala;Centro Histórico;1;0;0;406;70000.0;28455.0;7000.0
Departamento;Santa Fe;3;2;1;110;28000.0;9450.0;2100.0
Departamento;Mixcoac;1;0;0;51;2450.0;1767.5;
Conjunto Comercial/Sala;Santa Fe;0;0;0;52;4550.0;3500.0;
Departamento;Santa Fe;4;4;4;225;28000.0;15400.0;3465.0
Cocineta;Juárez;1;0;0;31;3850.0;1519.0;192.5
Conjunto Comercial/Sala;Lomas de Chapultepec;0;2;0;150;122500.0;26680.5;
Departamento;Santa Fe;3;4;3;263;35000.0;9338.0;3136.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;340;53700.5;26036.5;6370.0
Departamento;Bosques de las Lomas;2;2;1;83;8050.0;5075.0;
Conjunto Comercial/Sala;Juárez;0;0;0;32;4550.0;2905.0;
Departamento;San Miguel Chapultepec;3;2;0;142;8750.0;4998.0;
Departamento;Roma;1;0;0;30;8050.0;;
Departamento;Lomas de Chapultepec;4;2;1;150;28000.0;;
Departamento;Coyoacán;4;3;1;340;80500.0;14000.0;70000.0
Conjunto Comercial/Sala;Narvarte;0;1;0;29;2947.0;2380.0;553.0
Departamento;Coyoacán;3;1;1;150;35000.0;;
Departamento;Narvarte;2;0;0;96;6300.0;2450.0;339.5
Cocineta;Condesa;1;0;0;25;4200.0;1085.0;
Departamento;Nativitas;3;2;1;98;6650.0;1400.0;
Cocineta;Condesa;1;0;0;35;5600.0;1683.5;91.0
Departamento;Condesa;0;0;0;10;4200.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;450;35000.0;29144.5;5855.5
Departamento;Condesa;2;0;0;70;6650.0;2450.0;528.5
Departamento;Roma;2;0;0;90;7000.0;1785.0;315.0
Conjunto Comercial/Sala;Lomas de Chapultepec;0;1;0;90;38500.0;6300.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;25;1050.0;3150.0;507.5
Departamento;Santa Fe;3;2;3;120;14000.0;5075.0;
Conjunto Comercial/Sala;Centro Histórico;0;4;0;185;42787.5;12929.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;74;7000.0;7808.5;766.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;60;4550.0;2975.0;437.5
Departamento;Santa Fe;3;2;1;117;15750.0;3465.0;2184.0
Departamento;Del Valle;3;1;1;155;11550.0;4637.5;
Conjunto Comercial/Sala;Santa Fe;0;1;0;25;2800.0;2100.0;
Conjunto Comercial/Sala;Juárez;0;1;0;32;5950.0;2716.0;644.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;21;2800.0;2450.0;595.0
Departamento;Condesa;3;1;0;130;15750.0;3850.0;665.0
Conjunto Comercial/Sala;Roma;0;3;0;241;56000.0;32840.5;
Departamento;Santa Fe;4;0;1;155;19250.0;10500.0;
Departamento;Del Valle;4;2;2;150;24500.0;6877.5;1592.5
Departamento;Coyoacán;3;0;1;100;17500.0;3850.0;857.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;822;192500.0;58429.0;8473.5
Departamento;Roma;3;0;1;86;12250.0;2625.0;
Departamento;Condesa;1;0;0;50;4200.0;;94.5
Departamento;Roma;3;1;1;105;12600.0;3150.0;630.0
Departamento;Coyoacán;2;1;1;75;18550.0;3132.5;728.0
Departamento;Santa Fe;3;2;2;170;15750.0;7168.0;
Tienda/Salón;Condesa;0;0;0;34;6296.5;2380.0;588.0
Departamento;Santa Fe;2;1;1;90;8050.0;3773.0;805.0
Conjunto Comercial/Sala;Condesa;0;1;0;29;3325.0;1995.0;
Departamento;San Ángel;1;0;0;43;7700.0;1396.5;178.5
Departamento en Hotel;Coyoacán;2;1;1;98;35000.0;14000.0;3.5
Departamento;Santa Fe;2;1;1;103;10500.0;6125.0;689.5
Departamento;Santa Fe;4;3;4;360;38500.0;4550.0;
Departamento;Coyoacán;2;0;0;80;17500.0;3675.0;980.0
Departamento;Santa Fe;2;1;2;100;10500.0;10150.0;1750.0
Conjunto Comercial/Sala;Peralvillo;0;1;0;35;3150.0;1575.0;3.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;124;13895.0;11025.0;
Departamento;Condesa;1;0;1;40;7000.0;1785.0;
Conjunto Comercial/Sala;Lomas de Chapultepec;0;1;0;30;13300.0;2555.0;
Departamento;Condesa;2;0;0;107;9450.0;2100.0;493.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;38;2800.0;4235.0;525.0
Departamento;Narvarte;3;1;0;100;7000.0;1925.0;420.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;300;47250.0;25550.0;6125.0
Departamento;Lomas de Chapultepec;4;2;4;200;33250.0;9450.0;3304.0
Departamento;Narvarte;3;0;1;100;10500.0;700.0;273.0
Departamento;Narvarte;2;1;0;88;7000.0;1697.5;346.5
Departamento;Roma;4;2;0;622;52500.0;12407.5;4970.0
Departamento;Condesa;2;0;0;66;5600.0;1050.0;182.0
Casa de Condominio;Santa Fe;4;4;4;400;35000.0;7350.0;4900.0
Departamento;Condesa;3;0;0;107;11200.0;2100.0;525.0
Departamento;Santa Fe;4;2;3;166;22750.0;6625.5;
Cocineta;Condesa;1;0;0;20;5250.0;1750.0;
Departamento;Condesa;2;0;0;40;13300.0;;
Departamento;Lomas de Chapultepec;4;1;1;201;63000.0;;
Conjunto Comercial/Sala;Centro Histórico;4;0;0;200;19250.0;6226.5;2376.5
Conjunto Comercial/Sala;Roma;0;7;0;375;122500.0;51418.5;9345.0
Departamento;Santa Fe;4;4;3;347;47250.0;8050.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;460;70000.0;26250.0;6783.0
Departamento;Villa Coapa;2;0;0;54;3850.0;;
Departamento;Roma;4;2;1;330;36750.0;5600.0;2478.0
Departamento;Narvarte;1;1;0;60;3150.0;1946.0;84.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;53;1750.0;3052.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;30;2975.0;1165.5;360.5
Conjunto Comercial/Sala;Roma;0;0;0;2000;1050000.0;;60490.5
Departamento en Hotel;Lomas de Chapultepec;2;1;1;80;21000.0;5250.0;1400.0
Departamento;Santa Fe;2;2;1;87;10850.0;5425.0;1900.5
Departamento;Lomas de Chapultepec;4;2;1;180;21000.0;6650.0;
Departamento;Condesa;2;1;0;70;12250.0;3220.0;350.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;100;10500.0;13300.0;273.0
Departamento;Narvarte;2;0;0;60;6300.0;2114.0;
Departamento;Del Valle;2;1;1;120;13475.0;3500.0;
Departamento;Condesa;1;0;1;50;9450.0;;
Departamento;Bosques de las Lomas;3;1;0;115;15750.0;3699.5;1039.5
Conjunto Comercial/Sala;Roma;0;4;0;400;126000.0;39200.0;
Departamento;Arboledas;2;0;0;51;3150.0;1802.5;399.0
Departamento;Lomas de Chapultepec;2;2;2;132;21000.0;4900.0;
Casa;Santa Fe;4;2;4;250;28000.0;6300.0;1260.0
Departamento;Condesa;1;0;0;30;4900.0;1575.0;80.5
Departamento en Hotel;Coyoacán;2;1;2;82;45500.0;11550.0;2096.5
Departamento;Condesa;1;0;0;50;7700.0;2625.0;
Departamento;Coyoacán;3;1;1;140;45150.0;5530.0;980.0
Tienda/Salón;Peralvillo;0;1;0;250;35000.0;;4536.0
Loteo/Condominio;Nueva Santa María;0;0;0;0;49000.0;;8400.0
Departamento;Lomas de Chapultepec;3;1;0;140;17500.0;6300.0;
Departamento;Tláhuac;2;1;0;40;2450.0;875.0;
Departamento;Roma;2;1;1;75;9800.0;3454.5;
Departamento;Santa Fe;3;2;3;200;47250.0;13650.0;5250.0
Departamento;Narvarte;1;0;0;50;4200.0;1155.0;
Departamento;Santa Fe;2;1;1;70;7700.0;5250.0;
Departamento;Condesa;3;1;1;90;12250.0;2705.5;476.0
Tienda/Salón;Coyoacán;0;0;0;750;210000.0;;31500.0
Casa;Roma;8;3;0;418;52500.0;;
Departamento;Lomas de Chapultepec;4;2;2;250;32200.0;10500.0;
Tienda/Salón;Coyoacán;0;3;0;471;147000.0;18235.0;17955.0
Departamento;Lomas de Chapultepec;3;2;2;115;24500.0;6646.5;
Conjunto Comercial/Sala;Centro Histórico;0;1;0;200;35000.0;8225.0;
Departamento;Santa Fe;1;1;1;61;5950.0;7539.0;948.5
Departamento;Lomas de Chapultepec;3;1;0;100;24500.0;5939.5;861.0
Departamento;Santa Fe;3;2;1;110;14000.0;4200.0;700.0
Casa de Condominio;Santa Fe;5;5;5;900;61250.0;9100.0;
Departamento;Narvarte;2;0;0;70;7350.0;2450.0;
Departamento;Coyoacán;3;2;1;150;22750.0;5950.0;2030.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;350;28000.0;19600.0;3804.5
Tienda/Salón;Santa Fe;0;1;0;32;4550.0;2975.0;875.0
Departamento;Santa Fe;3;2;1;138;15750.0;4550.0;1225.0
