customerID,Churn,customer.gender,account.Contract,account.PaymentMethod,account.Charges.Monthly
4851-BQDNX,No,Male,One year,Electronic check,85.05
4853-OITSN,No,Male,Month-to-month,Electronic check,89.15
4853-RULSV,Yes,Male,Two year,Credit card (automatic),104.0
4854-CIDCF,No,Female,Month-to-month,Electronic check,73.85
4854-SSLTN,No,Male,Two year,Mailed check,59.5
4855-SNKMY,Yes,Female,Month-to-month,Electronic check,44.1
4859-ZSRDZ,No,Female,Two year,Credit card (automatic),55.5
4860-IJUDE,No,Male,Month-to-month,Credit card (automatic),73.75
4860-YZGZM,No,Male,Month-to-month,Electronic check,20.0
4868-AADLV,No,Male,One year,Electronic check,116.25
4869-EPIUS,No,Male,One year,Electronic check,80.9
4871-JTKJF,Yes,Female,Month-to-month,Electronic check,69.65
4872-JCVCA,No,Female,Two year,Bank transfer (automatic),47.6
4872-VXRIL,No,Male,One year,Bank transfer (automatic),64.65
4873-ILOLJ,Yes,Male,Month-to-month,Electronic check,90.35
4877-EVATK,Yes,Male,Month-to-month,Mailed check,20.0
4877-TSOFF,No,Female,One year,Bank transfer (automatic),75.75
4878-BUNFV,No,Male,Two year,Mailed check,20.7
4878-SMQBX,,Female,Month-to-month,Bank transfer (automatic),18.75
4879-GZLFH,No,Female,Month-to-month,Electronic check,92.15
4881-GQJTW,No,Male,Month-to-month,Credit card (automatic),19.6
4881-JVQOD,No,Male,Month-to-month,Bank transfer (automatic),34.55
4883-KCPZJ,No,Female,Two year,Credit card (automatic),25.25
4883-QICIH,Yes,Male,Month-to-month,Bank transfer (automatic),69.75
4884-LEVMQ,No,Male,Two year,Bank transfer (automatic),20.45
4884-TVUQF,No,Female,Two year,Credit card (automatic),101.3
4884-ZTHVF,No,Female,Month-to-month,Electronic check,87.1
4890-VMUAV,No,Male,One year,Electronic check,71.5
4891-NLUBA,No,Female,Two year,Bank transfer (automatic),61.45
4892-VLANZ,Yes,Male,Month-to-month,Mailed check,19.8
4893-GYUJU,No,Female,One year,Mailed check,19.35
4895-TMWIR,Yes,Male,Month-to-month,Mailed check,19.95
4896-CPRPF,No,Male,Two year,Bank transfer (automatic),25.45
4897-QSUYC,Yes,Female,Month-to-month,Mailed check,20.15
4900-MSOMT,No,Female,Two year,Bank transfer (automatic),80.2
4902-OHLSK,Yes,Female,Month-to-month,Electronic check,98.65
4903-CNOZC,No,Male,One year,Credit card (automatic),70.9
4903-UYAVB,Yes,Male,Month-to-month,Mailed check,19.35
4905-JEFDW,Yes,Male,One year,Electronic check,41.6
4906-ZHGPK,No,Male,One year,Electronic check,70.7
4908-XAXAY,No,Female,One year,Bank transfer (automatic),89.85
4909-JOUPP,No,Male,Two year,Credit card (automatic),109.7
4910-AQFFX,Yes,Male,Month-to-month,Bank transfer (automatic),79.35
4910-GMJOT,Yes,Female,Month-to-month,Electronic check,94.6
4911-BANWH,Yes,Female,Month-to-month,Credit card (automatic),86.55
4912-PIGUY,No,Female,Month-to-month,Electronic check,84.6
4913-EHYUI,Yes,Male,One year,Bank transfer (automatic),104.55
4915-BFSXL,No,Male,Two year,Credit card (automatic),68.95
4918-FYJNT,No,Female,Month-to-month,Electronic check,90.45
4918-QLLIW,Yes,Male,Month-to-month,Credit card (automatic),53.4
4919-IKATY,Yes,Male,Month-to-month,Electronic check,84.5
4919-MOAVT,Yes,Male,Month-to-month,Electronic check,69.65
4922-CVPDX,No,Female,Two year,Credit card (automatic),73.5
4923-ADWXJ,No,Female,Month-to-month,Bank transfer (automatic),65.8
4925-LMHOK,Yes,Male,Month-to-month,Credit card (automatic),58.6
4926-UMJZD,No,Female,Month-to-month,Mailed check,49.2
4927-WWOOZ,No,Male,Month-to-month,Electronic check,91.45
4929-BSTRX,Yes,Female,Month-to-month,Mailed check,53.55
4929-ROART,No,Male,Month-to-month,Mailed check,56.25
4929-XIHVW,No,Male,Month-to-month,Credit card (automatic),95.5
4931-TRZWN,No,Female,Month-to-month,Electronic check,71.95
4933-BSAIP,No,Female,Two year,Mailed check,19.1
4933-IKULF,No,Female,One year,Mailed check,20.65
4936-YPJNK,No,Female,Month-to-month,Mailed check,19.9
4937-QPZPO,No,Male,One year,Electronic check,99.9
4939-KYYPY,No,Male,Month-to-month,Electronic check,59.45
4940-KHCWD,No,Female,Two year,Bank transfer (automatic),37.7
4942-VZZOM,No,Male,One year,Credit card (automatic),66.15
4945-RVMTE,No,Female,Month-to-month,Bank transfer (automatic),59.55
4946-EDSEW,Yes,Female,Month-to-month,Mailed check,19.25
4946-VTTND,,Male,Month-to-month,Mailed check,75.0
4947-DSMXK,No,Male,Month-to-month,Bank transfer (automatic),97.7
4948-WBBKL,No,Female,Month-to-month,Bank transfer (automatic),74.9
4950-BDEUX,No,Male,Month-to-month,Electronic check,49.2
4950-HKQTE,No,Female,Two year,Mailed check,26.25
4951-UKAAQ,Yes,Female,Month-to-month,Electronic check,88.95
4952-YSOGZ,Yes,Female,Month-to-month,Electronic check,85.95
4955-VCWBI,No,Female,One year,Mailed check,20.0
4957-SREEC,No,Male,Two year,Credit card (automatic),20.35
4957-TIALW,No,Female,One year,Credit card (automatic),65.6
4957-TREIR,No,Male,Month-to-month,Credit card (automatic),64.4
4958-GZWIY,Yes,Male,Month-to-month,Electronic check,48.7
4958-XCBDQ,Yes,Male,Month-to-month,Electronic check,101.4
4959-JOSRX,Yes,Female,Month-to-month,Credit card (automatic),44.6
4962-CHQPW,No,Male,One year,Mailed check,19.85
4967-WPNCF,No,Male,Two year,Bank transfer (automatic),63.7
4971-PUYQO,Yes,Female,Month-to-month,Mailed check,94.55
4973-MGTON,No,Female,Two year,Credit card (automatic),84.4
4973-RLZVI,No,Female,One year,Credit card (automatic),74.65
4976-LNFVV,No,Male,Month-to-month,Credit card (automatic),34.3
4979-HPRFL,No,Male,Two year,Bank transfer (automatic),24.15
4980-URKXC,No,Male,One year,Bank transfer (automatic),20.85
4981-FLTMF,No,Female,Month-to-month,Bank transfer (automatic),65.2
4983-CCWMC,No,Male,Month-to-month,Mailed check,69.6
4983-CLMLV,No,Female,Month-to-month,Credit card (automatic),102.7
4986-MXSFP,No,Female,Month-to-month,Mailed check,20.0
4987-GQWPO,No,Male,Month-to-month,Credit card (automatic),25.1
4988-BNLTU,,Male,Month-to-month,Bank transfer (automatic),100.4
4988-IQIGL,Yes,Male,Month-to-month,Electronic check,75.35
4988-RZJHG,,Female,Month-to-month,Electronic check,84.9
4989-LIXVT,No,Male,Month-to-month,Electronic check,95.9
4990-ALDGW,No,Male,Two year,Mailed check,20.75
4992-LTJNE,No,Male,Two year,Bank transfer (automatic),55.3
4993-JCRGJ,No,Male,Month-to-month,Mailed check,84.3
4994-OBRSZ,No,Male,Two year,Bank transfer (automatic),76.1
4998-IKFSE,No,Female,Month-to-month,Electronic check,100.45
4999-IEZLT,No,Male,One year,Credit card (automatic),29.45
5002-GCQFH,No,Male,Month-to-month,Bank transfer (automatic),93.85
5003-OKNNK,No,Female,One year,Credit card (automatic),20.35
5003-XZWWO,No,Male,Two year,Credit card (automatic),84.2
5006-MXVRN,No,Female,Two year,Credit card (automatic),20.7
5010-IPEAQ,No,Female,Two year,Credit card (automatic),54.2
5012-YSPJJ,No,Male,Month-to-month,Mailed check,54.35
5013-SBUIH,Yes,Female,Two year,Electronic check,109.65
5014-GSOUQ,No,Male,Two year,Mailed check,19.95
5014-WUQMG,No,Male,One year,Electronic check,96.1
5016-ETTFF,Yes,Male,Month-to-month,Mailed check,29.5
5016-IBERQ,No,Male,Month-to-month,Electronic check,84.25
5016-LIPDW,No,Male,One year,Mailed check,19.4
5018-GWURO,No,Female,Month-to-month,Bank transfer (automatic),85.6
5018-HEKFO,No,Female,Month-to-month,Mailed check,24.5
5018-LXQQG,No,Female,Month-to-month,Bank transfer (automatic),66.3
5019-GQVCR,No,Male,Month-to-month,Electronic check,84.85
5020-ZSTTY,Yes,Female,One year,Bank transfer (automatic),82.45
5022-JNQEQ,No,Female,Month-to-month,Electronic check,75.85
5022-KVDQT,No,Male,Month-to-month,Electronic check,81.3
5025-GOOKI,No,Female,Month-to-month,Credit card (automatic),18.9
5027-QPKTE,Yes,Male,Month-to-month,Electronic check,69.35
5027-XWQHA,Yes,Male,Month-to-month,Electronic check,44.75
5027-YOCXN,No,Male,One year,Credit card (automatic),110.05
5028-GZLDO,Yes,Male,Month-to-month,Credit card (automatic),70.7
5028-HTLJB,Yes,Male,Month-to-month,Mailed check,20.05
5032-MIYKT,No,Female,Month-to-month,Mailed check,70.7
5032-USPKF,No,Female,One year,Bank transfer (automatic),84.1
5035-BVCXS,No,Male,Month-to-month,Mailed check,75.9
5035-PGZXH,No,Female,One year,Electronic check,106.8
5038-ETMLM,No,Female,Two year,Bank transfer (automatic),113.65
5039-LZRQT,No,Female,One year,Mailed check,20.2
5043-TRZWM,No,Female,Month-to-month,Electronic check,75.55
5044-LRQAQ,No,Female,Month-to-month,Bank transfer (automatic),69.2
5044-XDPYX,No,Female,Two year,Mailed check,25.5
5046-NUHWD,No,Female,Month-to-month,Electronic check,45.0
5047-LHVLY,Yes,Male,Month-to-month,Mailed check,50.15
5049-GLYVG,Yes,Male,Month-to-month,Mailed check,20.6
5049-MUBWG,No,Male,One year,Bank transfer (automatic),75.0
5052-PNLOS,Yes,Male,Month-to-month,Bank transfer (automatic),105.35
5054-IEXZT,Yes,Male,Month-to-month,Electronic check,75.35
5055-BRMNE,No,Female,Two year,Credit card (automatic),106.7
5055-MGMGF,No,Female,Month-to-month,Electronic check,105.05
5056-FIMPT,No,Female,One year,Credit card (automatic),106.0
5057-LCOUI,Yes,Female,Month-to-month,Electronic check,50.75
5057-RKGLH,No,Female,Two year,Mailed check,20.35
5060-TQUQN,No,Male,Month-to-month,Bank transfer (automatic),83.55
5061-PBXFW,No,Female,Month-to-month,Bank transfer (automatic),61.4
5062-CJJKH,No,Male,One year,Mailed check,53.65
5063-IUOKK,No,Male,Two year,Mailed check,19.75
5066-GFJMM,No,Female,Month-to-month,Mailed check,19.9
5067-DGXLL,No,Male,Month-to-month,Mailed check,20.25
5067-WJEUN,No,Male,Two year,Bank transfer (automatic),54.2
5067-XJQFU,No,Male,One year,Electronic check,108.45
5071-FBJFS,No,Female,Month-to-month,Electronic check,50.3
5073-RZGBK,No,Female,One year,Bank transfer (automatic),80.05
5073-WXOYN,Yes,Female,Month-to-month,Electronic check,50.8
5074-FBGHB,No,Male,One year,Credit card (automatic),104.65
5075-JSDKI,No,Female,Two year,Electronic check,24.45
5076-YVXCM,No,Male,Month-to-month,Bank transfer (automatic),83.4
5077-DXTCG,Yes,Female,Month-to-month,Electronic check,45.3
5081-NWSUP,No,Female,One year,Mailed check,64.9
5083-QPLHM,,Male,Month-to-month,Electronic check,65.45
5084-OOVCJ,No,Female,Month-to-month,Credit card (automatic),55.35
5087-SUURX,Yes,Female,Month-to-month,Electronic check,39.05
5088-QZLRL,No,Male,Month-to-month,Electronic check,20.65
5089-IFSDP,Yes,Female,Two year,Bank transfer (automatic),109.45
5090-EMGTC,No,Female,Two year,Mailed check,100.05
5091-HFAZW,No,Female,Month-to-month,Electronic check,91.15
5092-STPKP,No,Female,Month-to-month,Credit card (automatic),56.35
5093-FEGLU,No,Female,Two year,Bank transfer (automatic),19.65
5095-AESKG,Yes,Female,Month-to-month,Credit card (automatic),91.5
5095-ETBRJ,No,Female,Two year,Mailed check,56.8
5099-BAILX,Yes,Male,Month-to-month,Bank transfer (automatic),110.75
5103-MHMHY,Yes,Female,Month-to-month,Mailed check,45.95
5108-ADXWO,Yes,Male,Month-to-month,Electronic check,73.5
5110-CHOPY,No,Female,Two year,Electronic check,53.6
5115-GZDEL,No,Male,Two year,Credit card (automatic),67.2
5115-SQAAU,No,Female,Two year,Bank transfer (automatic),25.6
5117-IFGPS,No,Male,Month-to-month,Electronic check,84.3
5117-ZSMHQ,No,Female,Two year,Bank transfer (automatic),89.9
5118-MUEYH,No,Female,Month-to-month,Credit card (automatic),105.1
5119-KEPFY,No,Male,Month-to-month,Bank transfer (automatic),95.0
5119-NZPTV,No,Male,Month-to-month,Electronic check,70.1
5120-ZBLAI,No,Female,One year,Bank transfer (automatic),75.7
5122-CYFXA,No,Female,Month-to-month,Electronic check,75.3
5124-EOGYE,No,Male,Two year,Mailed check,20.45
5125-CNDSP,No,Male,One year,Bank transfer (automatic),40.6
5126-RCXYW,No,Male,Two year,Credit card (automatic),46.0
5127-BZENZ,No,Female,One year,Bank transfer (automatic),65.2
5129-HHMZC,No,Female,Two year,Credit card (automatic),86.45
5129-JLPIS,No,Male,Month-to-month,Electronic check,105.5
5130-IEKQT,Yes,Male,Month-to-month,Mailed check,105.95
5130-YPIRV,No,Female,Two year,Credit card (automatic),72.0
5131-PONJI,No,Male,Month-to-month,Credit card (automatic),90.4
5133-POWUA,No,Male,Month-to-month,Mailed check,45.8
5133-VRSAB,No,Male,Month-to-month,Mailed check,29.35
5134-IKDAY,Yes,Female,Month-to-month,Electronic check,69.8
5134-RCXTN,,Female,One year,Electronic check,25.2
5135-GRQJV,No,Male,Two year,Mailed check,114.5
5135-RDDQL,No,Female,Two year,Bank transfer (automatic),50.65
5136-GFPMB,No,Male,Month-to-month,Credit card (automatic),89.4
5136-KCKGI,Yes,Female,One year,Mailed check,103.7
5136-RGMZO,No,Male,Month-to-month,Electronic check,71.05
5138-WVKYJ,Yes,Male,Month-to-month,Electronic check,98.55
5140-FOMCQ,No,Female,One year,Credit card (automatic),109.15
5141-ZUVBH,No,Female,Month-to-month,Bank transfer (automatic),93.0
5143-EGQFK,Yes,Female,Month-to-month,Electronic check,29.65
5143-WMWOG,Yes,Male,Month-to-month,Electronic check,19.95
5144-PQCDZ,No,Male,Month-to-month,Mailed check,19.95
5144-TVGLP,No,Male,Month-to-month,Electronic check,94.75
5146-CBVOE,No,Female,Month-to-month,Bank transfer (automatic),75.1
5146-YYFRZ,No,Male,Two year,Bank transfer (automatic),19.95
5148-HKFIR,No,Female,Two year,Mailed check,19.7
5148-ORICT,No,Female,Two year,Mailed check,74.35
5149-CUZUJ,No,Male,One year,Bank transfer (automatic),92.9
5149-QYTTU,No,Female,One year,Credit card (automatic),95.15
5149-TGWDZ,No,Female,One year,Mailed check,104.55
5150-ITWWB,No,Male,Month-to-month,Electronic check,94.85
5150-LJNSR,No,Male,One year,Bank transfer (automatic),98.05
5151-HQRDG,No,Male,Month-to-month,Mailed check,55.05
5153-LXKDT,No,Male,Two year,Electronic check,110.2
5153-RTHKF,No,Female,Month-to-month,Electronic check,85.35
5154-VEKBL,Yes,Female,Month-to-month,Mailed check,58.5
5155-AZQPB,No,Female,Month-to-month,Mailed check,49.9
5156-UMKOW,No,Female,Month-to-month,Mailed check,29.65
5158-RIVOP,No,Female,Two year,Credit card (automatic),20.9
5159-YFPKQ,Yes,Female,Month-to-month,Electronic check,75.8
5160-UXJED,No,Male,One year,Mailed check,44.6
5161-UBZXI,No,Male,Two year,Credit card (automatic),106.35
5161-XEUVX,No,Male,Two year,Mailed check,94.3
5167-GBFRE,Yes,Male,Month-to-month,Bank transfer (automatic),25.2
5167-ZFFMM,Yes,Male,Month-to-month,Credit card (automatic),90.85
5168-MQQCA,No,Female,One year,Bank transfer (automatic),108.5
5168-MSWXT,No,Male,Month-to-month,Electronic check,94.75
5170-PTRKA,No,Female,One year,Credit card (automatic),35.8
5171-EPLKN,No,Male,Two year,Credit card (automatic),19.85
5172-MIGPM,No,Male,Month-to-month,Mailed check,65.55
5172-RKOCB,No,Male,Two year,Credit card (automatic),108.95
5173-WXOQV,No,Male,Month-to-month,Mailed check,64.2
5173-ZXXXL,No,Male,One year,Mailed check,19.95
5174-ITUMV,No,Male,One year,Electronic check,105.4
5174-RNGBH,Yes,Female,Month-to-month,Mailed check,66.25
5175-AOBHI,Yes,Female,Month-to-month,Mailed check,46.0
5175-WLYXL,No,Male,Month-to-month,Mailed check,78.85
5176-LDKUH,No,Female,One year,Electronic check,75.15
5176-LMJXE,No,Female,Two year,Mailed check,20.55
5176-OLSKT,No,Female,Two year,Bank transfer (automatic),66.9
5177-RVZNU,No,Female,One year,Bank transfer (automatic),20.3
5178-LMXOP,Yes,Male,Month-to-month,Electronic check,95.1
5180-UCIIQ,Yes,Male,Month-to-month,Mailed check,40.05
5181-OABFK,No,Female,Two year,Credit card (automatic),61.3
5183-KLYEM,No,Female,Two year,Credit card (automatic),112.75
5183-SNMJQ,No,Male,Month-to-month,Credit card (automatic),95.1
5186-EJEGL,No,Male,Month-to-month,Mailed check,69.5
5186-PEIZU,No,Female,Month-to-month,Bank transfer (automatic),19.25
5186-SAMNZ,Yes,Male,Month-to-month,Bank transfer (automatic),69.5
5188-HGMLP,No,Male,Month-to-month,Bank transfer (automatic),74.0
5192-EBGOV,Yes,Female,Month-to-month,Electronic check,85.7
5193-QLVZB,No,Male,Two year,Bank transfer (automatic),104.75
5195-KPUNQ,No,Female,One year,Mailed check,96.75
5196-SGOAK,Yes,Female,Month-to-month,Electronic check,75.7
5196-WPYOW,No,Male,One year,Mailed check,60.05
5197-LQXXH,No,Female,Two year,Credit card (automatic),83.3
5197-PYEPU,No,Female,One year,Credit card (automatic),94.45
5197-YPYBZ,No,Female,Two year,Credit card (automatic),25.25
5198-EFNBM,No,Male,One year,Electronic check,90.65
5198-HQAEN,No,Male,One year,Electronic check,89.7
5199-FPUSP,No,Male,One year,Credit card (automatic),34.05
5201-CBWYG,No,Male,One year,Bank transfer (automatic),24.8
5201-FRKKS,No,Male,Month-to-month,Bank transfer (automatic),74.3
5201-USSQZ,No,Female,Month-to-month,Credit card (automatic),85.9
5202-IVJNU,Yes,Female,Month-to-month,Credit card (automatic),30.1
5203-XEHAX,No,Female,One year,Electronic check,64.35
5204-HMGYF,No,Female,One year,Mailed check,87.2
5204-QZXPU,Yes,Male,Month-to-month,Electronic check,39.65
5206-HPJKM,No,Male,Month-to-month,Credit card (automatic),55.5
5206-XZZQI,No,Male,Month-to-month,Mailed check,80.6
5206-YQKMK,,Female,Two year,Credit card (automatic),24.75
5207-PLSTK,No,Male,Month-to-month,Mailed check,48.75
5208-FVQKB,No,Male,Two year,Mailed check,67.95
5208-HFSBT,Yes,Female,Month-to-month,Credit card (automatic),55.05
5213-TWWJU,No,Male,Month-to-month,Electronic check,91.0
5214-CHIWJ,No,Male,One year,Mailed check,20.3
5214-NLTIT,No,Male,Two year,Credit card (automatic),90.8
5215-LNLDJ,No,Female,Month-to-month,Electronic check,24.7
5216-WASFJ,No,Female,Month-to-month,Electronic check,84.85
5219-YIPTK,Yes,Female,Month-to-month,Electronic check,104.4
5220-AGAAX,No,Male,Two year,Bank transfer (automatic),24.0
5222-IMUKT,No,Male,Month-to-month,Electronic check,91.05
5222-JCXZT,No,Male,Month-to-month,Mailed check,19.0
5223-UZAVK,No,Male,One year,Credit card (automatic),100.3
5226-NOZFC,No,Male,Month-to-month,Electronic check,85.75
5227-JSCFE,No,Male,Two year,Credit card (automatic),46.35
5228-EXCET,Yes,Male,Month-to-month,Electronic check,80.85
5229-DTFYB,No,Female,Two year,Bank transfer (automatic),98.8
5229-PRWKT,Yes,Male,Month-to-month,Electronic check,86.55
5231-FIQPA,No,Female,Two year,Mailed check,19.85
5232-NXPAY,No,Female,Two year,Mailed check,74.45
5233-AOZUF,No,Female,Month-to-month,Electronic check,74.95
5233-GEEAX,Yes,Male,Month-to-month,Electronic check,29.4
5235-XATIX,,Male,Month-to-month,Electronic check,89.4
5236-PERKL,Yes,Female,Two year,Bank transfer (automatic),112.95
5236-XMZJY,No,Female,Month-to-month,Bank transfer (automatic),59.65
5240-CAOYT,No,Female,Month-to-month,Bank transfer (automatic),87.55
5240-IJOQT,Yes,Male,Month-to-month,Electronic check,74.7
5242-UOWHD,No,Male,Two year,Mailed check,20.35
5243-NIEIT,,Male,Month-to-month,Electronic check,85.15
5243-SAOTC,No,Male,Month-to-month,Bank transfer (automatic),79.85
5244-IRFIH,Yes,Male,Month-to-month,Electronic check,94.5
5245-VDBUR,No,Female,One year,Mailed check,35.45
5248-KWLAR,No,Male,Two year,Electronic check,90.35
5248-RPYWW,No,Female,Two year,Bank transfer (automatic),90.15
5248-YGIJN,No,Male,Two year,Credit card (automatic),90.25
5249-QYHEX,No,Female,Two year,Mailed check,24.8
5256-SKJGO,No,Female,Two year,Electronic check,54.6
5260-UMPWX,No,Female,Month-to-month,Credit card (automatic),20.25
5261-QSHQM,Yes,Female,Month-to-month,Electronic check,24.45
5264-IWHMU,,Male,Month-to-month,Mailed check,49.05
5266-PFRQK,No,Male,One year,Credit card (automatic),20.85
5268-DSMNQ,No,Female,One year,Credit card (automatic),97.95
5269-NRGDP,No,Male,One year,Electronic check,73.15
5271-DBYSJ,No,Male,Month-to-month,Credit card (automatic),79.15
5271-YNWVR,Yes,Male,Two year,Electronic check,113.15
5274-XHAKY,No,Female,Month-to-month,Bank transfer (automatic),94.3
5275-PMFUT,No,Male,Two year,Credit card (automatic),64.8
5275-SQEIZ,Yes,Male,Month-to-month,Mailed check,80.85
5276-KQWHG,Yes,Female,Month-to-month,Electronic check,69.6
5277-ZLOOR,Yes,Female,Month-to-month,Electronic check,85.55
5278-PNYOX,No,Female,Two year,Credit card (automatic),100.65
5281-BUZGT,Yes,Male,Month-to-month,Electronic check,90.85
5285-MVEHD,No,Female,One year,Credit card (automatic),105.6
5285-TWCNP,,Female,Two year,Bank transfer (automatic),75.5
5286-YHCVC,No,Male,Two year,Bank transfer (automatic),104.8
5287-QWLKY,Yes,Male,Month-to-month,Credit card (automatic),105.1
5288-AHOUP,No,Male,Month-to-month,Electronic check,78.5
5293-WXJAK,Yes,Female,Month-to-month,Bank transfer (automatic),104.05
5294-CDGWY,Yes,Male,One year,Electronic check,59.3
5294-DMSFH,No,Female,Month-to-month,Credit card (automatic),87.8
5294-IMHHT,No,Male,One year,Bank transfer (automatic),97.75
5295-PCJOO,Yes,Male,Month-to-month,Electronic check,49.4
5296-BFCYD,No,Male,Two year,Mailed check,20.1
5296-PSYVW,No,Female,Two year,Electronic check,24.55
5297-MDOIR,No,Female,One year,Credit card (automatic),81.15
5298-GSTLM,No,Female,One year,Bank transfer (automatic),101.4
5299-RULOA,Yes,Female,Month-to-month,Electronic check,100.25
5299-SJCZT,Yes,Male,Month-to-month,Bank transfer (automatic),101.55
5301-GAUUY,Yes,Male,Month-to-month,Bank transfer (automatic),80.35
5302-BDJNT,No,Male,Month-to-month,Electronic check,95.5
5304-EFJLP,No,Male,Two year,Bank transfer (automatic),111.65
5306-BVTKJ,No,Male,One year,Credit card (automatic),55.8
5307-DZCVC,Yes,Female,Month-to-month,Credit card (automatic),85.95
5307-UVGNB,No,Female,Month-to-month,Bank transfer (automatic),48.7
5309-TAIKL,No,Female,Month-to-month,Bank transfer (automatic),62.8
5310-NOOVA,No,Male,Two year,Electronic check,19.95
5311-IHLEI,No,Male,Month-to-month,Bank transfer (automatic),50.95
5312-IRCFR,No,Female,One year,Electronic check,92.85
5312-TSZVC,No,Female,One year,Mailed check,19.65
5312-UXESG,No,Female,Month-to-month,Bank transfer (automatic),98.05
5313-FPXWG,No,Male,One year,Bank transfer (automatic),24.6
5315-CKEQK,No,Male,One year,Electronic check,51.0
5317-FLPJF,No,Female,Two year,Bank transfer (automatic),61.35
5318-IXUZF,Yes,Female,Month-to-month,Bank transfer (automatic),87.15
5318-YKDPV,No,Male,Two year,Credit card (automatic),79.15
5320-BRKGK,No,Female,Two year,Mailed check,75.8
5321-NTRKC,No,Male,Two year,Bank transfer (automatic),79.85
5322-TEUJK,No,Female,Two year,Bank transfer (automatic),114.6
5322-ZSMZY,No,Male,Two year,Mailed check,25.75
5324-KTGCG,No,Male,One year,Electronic check,20.85
5325-UWTWJ,No,Male,Month-to-month,Credit card (automatic),90.55
5327-CNLUQ,No,Male,Two year,Bank transfer (automatic),96.9
5327-XOKKY,No,Male,Two year,Credit card (automatic),73.45
5329-KRDTM,No,Male,Two year,Credit card (automatic),77.35
5331-RGMTT,No,Male,Month-to-month,Credit card (automatic),99.05
5332-UJJBL,,Male,Month-to-month,Mailed check,19.0
5334-AFQJB,No,Male,Two year,Credit card (automatic),25.1
5334-JLAXU,No,Female,Month-to-month,Credit card (automatic),94.1
5336-UFNZP,No,Female,One year,Electronic check,107.45
5337-IIWKZ,No,Male,Month-to-month,Electronic check,44.85
5338-YHWYT,No,Male,Two year,Credit card (automatic),61.45
5339-PXDVH,No,Male,Month-to-month,Electronic check,90.65
5339-TJFEK,No,Male,Month-to-month,Electronic check,105.5
5343-SGUBI,No,Female,One year,Mailed check,80.2
5345-BMKWB,No,Male,Month-to-month,Mailed check,20.25
5346-BZCHP,No,Female,Two year,Mailed check,19.4
5348-CAGXB,No,Male,Month-to-month,Electronic check,89.55
5349-AZPEW,No,Female,Month-to-month,Mailed check,25.05
5349-IECLD,Yes,Male,Month-to-month,Electronic check,94.95
5351-QESIO,No,Male,Month-to-month,Mailed check,24.2
5353-WILCI,No,Female,Month-to-month,Electronic check,56.05
5356-CSVSQ,No,Female,Month-to-month,Electronic check,64.6
5356-KZCKT,No,Male,Two year,Credit card (automatic),24.45
5356-RHIPP,Yes,Male,Month-to-month,Mailed check,20.2
5357-TZHPP,Yes,Male,Month-to-month,Credit card (automatic),84.4
5360-LJCNJ,No,Female,Two year,Bank transfer (automatic),105.15
5360-XGYAZ,No,Male,Two year,Bank transfer (automatic),65.65
5364-EVNIB,Yes,Male,Month-to-month,Electronic check,79.8
5364-XYIRR,Yes,Male,Month-to-month,Electronic check,94.65
5365-FJKGQ,,Male,Month-to-month,Mailed check,70.95
5365-LLFYV,No,Female,Month-to-month,Mailed check,45.85
5366-IJEQJ,Yes,Male,Month-to-month,Electronic check,88.7
5366-OBVMR,No,Female,Month-to-month,Mailed check,50.3
5370-IIVVL,No,Male,One year,Credit card (automatic),104.5
5371-VYLSX,No,Female,Month-to-month,Electronic check,83.4
5372-FBKBN,No,Female,Month-to-month,Mailed check,20.75
5373-SFODM,Yes,Male,Month-to-month,Credit card (automatic),85.25
5375-XLDOF,No,Male,Two year,Bank transfer (automatic),114.35
5376-DEQCP,Yes,Female,Month-to-month,Electronic check,70.6
5376-PCKNB,No,Male,One year,Credit card (automatic),104.45
5377-NDTOU,No,Female,Two year,Mailed check,91.05
5378-IKEEG,Yes,Female,Month-to-month,Electronic check,35.75
5380-AFSSK,Yes,Female,Month-to-month,Mailed check,93.9
5380-WJKOV,Yes,Male,Month-to-month,Electronic check,106.35
5380-XPJNZ,No,Female,One year,Mailed check,20.05
5382-SOYZL,No,Male,Month-to-month,Electronic check,95.1
5382-TEMLV,No,Male,Month-to-month,Bank transfer (automatic),50.9
5383-MMTWC,Yes,Female,Month-to-month,Electronic check,84.0
5384-ZTTWP,No,Female,Month-to-month,Mailed check,19.8
5385-SUIRI,Yes,Male,Month-to-month,Electronic check,104.2
5386-THSLQ,No,Female,One year,Bank transfer (automatic),45.55
5387-ASZNZ,No,Female,One year,Credit card (automatic),63.85
5389-FFVKB,Yes,Male,Month-to-month,Credit card (automatic),80.3
5392-AKEMH,No,Female,Month-to-month,Electronic check,45.05
5393-HJZSM,No,Female,Month-to-month,Bank transfer (automatic),76.3
5393-RXQSZ,Yes,Male,Month-to-month,Electronic check,79.6
5394-MEITZ,No,Female,Two year,Bank transfer (automatic),80.6
5394-SVGJV,Yes,Male,Month-to-month,Bank transfer (automatic),98.8
5396-IZEPB,No,Male,Month-to-month,Credit card (automatic),19.7
5397-NSKQG,No,Male,Two year,Credit card (automatic),50.9
5397-TUPSH,No,Male,One year,Bank transfer (automatic),70.95
5399-ZIMKF,No,Male,Month-to-month,Electronic check,74.65
5402-HTOTQ,No,Male,Month-to-month,Electronic check,55.3
5404-GGUKR,No,Male,Month-to-month,Electronic check,51.35
